text,day,weekday,month,year,text_nt,day_bool,month_bool,year_bool,day_match,month_match,year_match,match
يوم الأربعاء ثامن جمادى الآخر من سنة أربعين وستمائة,,Yawm al-arba'a,6.0,640,"['يوم', 'الاربعاء', 'ثامن', 'جمادى', 'الاخر', 'من', 'سنة', 'اربعين', 'وستمائة']",False,True,True,8.0,6,640.0,"<re.Match object; span=(0, 52), match=' يوم الاربعاء ثامن جمادى الاخر من سنة اربعين وستم>"
في ليلة السبت سادس عشري جمادى الأولى سنة تسع وستين وستمئة,26,Yawm al-sabt,5.0,669,"['في', 'ليلة', 'السبت', 'سادس', 'عشري', 'جمادى', 'الاولى', 'سنة', 'تسع', 'وستين', 'وستمئة']",False,True,True,16.0,5,669.0,"<re.Match object; span=(0, 58), match=' في ليلة السبت سادس عشري جمادى الاولى سنة تسع وست>"
يوم الثلاثاء حادي عشري ربيع الأول عام ستة وثمانين وستمائة,21,Yawm al-thalatha,3.0,686,"['يوم', 'الثلاثاء', 'حادي', 'عشري', 'ربيع', 'الاول', 'عام', 'ستة', 'وثمانين', 'وستمائة']",False,True,False,11.0,3,,"<re.Match object; span=(0, 38), match=' يوم الثلاثاء حادي عشري ربيع الاول عام'>"
يوم الثلاثاء الثاني من شهر الله الأصم رجب سنة تسع وثمانين وستمئة,2,Yawm al-thalatha,7.0,689,"['يوم', 'الثلاثاء', 'الثاني', 'من', 'شهر', 'الله', 'الاصم', 'رجب', 'سنة', 'تسع', 'وثمانين', 'وستمئة']",False,True,True,,7,689.0,"<re.Match object; span=(0, 65), match=' يوم الثلاثاء الثاني من شهر الله الاصم رجب سنة تس>"
في ثامن عشر المحرم سنة خمس وثمانين وستمئة,8,,1.0,685,"['في', 'ثامن', 'عشر', 'المحرم', 'سنة', 'خمس', 'وثمانين', 'وستمئة']",False,True,True,18.0,1,685.0,"<re.Match object; span=(0, 42), match=' في ثامن عشر المحرم سنة خمس وثمانين وستمئة'>"
 في خامس عشري شوال سنة أربع وتسعين وخمس مائة,25,,10.0,594,"['في', 'خامس', 'عشري', 'شوال', 'سنة', 'اربع', 'وتسعين', 'وخمس', 'مائة']",False,True,True,15.0,10,594.0,"<re.Match object; span=(0, 44), match=' في خامس عشري شوال سنة اربع وتسعين وخمس مائة'>"
ليلة الخميس المسفر صباحها عن حادي عشر ربيع الأول سبع وثمانين وثمانمائة,11,Yawm al-khamis,3.0,887,"['ليلة', 'الخميس', 'المسفر', 'صباحها', 'عن', 'حادي', 'عشر', 'ربيع', 'الاول', 'سبع', 'وثمانين', 'وثمانمائة']",False,False,False,,,,
يوم الاثنين لثمان مضين من شهر ربيع الآخر سنة أربع وسبعين وستمئة,8,,4.0,674,"['يوم', 'الاثنين', 'لثمان', 'مضين', 'من', 'شهر', 'ربيع', 'الاخر', 'سنة', 'اربع', 'وسبعين', 'وستمئة']",False,True,True,,4,674.0,"<re.Match object; span=(0, 64), match=' يوم الاثنين لثمان مضين من شهر ربيع الاخر سنة ارب>"
يوم الاثنين خامس عشر شعبان المبارك سنة خمس وخمسين وستمائة,15,Yawm al-ithnayn,8.0,655,"['يوم', 'الاثنين', 'خامس', 'عشر', 'شعبان', 'المبارك', 'سنة', 'خمس', 'وخمسين', 'وستمائة']",False,False,True,,,655.0,"<re.Match object; span=(0, 58), match=' يوم الاثنين خامس عشر شعبان المبارك سنة خمس وخمسي>"
يوم الاثنين منتصف شعبان سنة اثنتين وعشرين [وسبعماية],15,Yawm al-ithnayn,8.0,722,"['يوم', 'الاثنين', 'منتصف', 'شعبان', 'سنة', 'اثنتين', 'وعشرين', 'وسبعماية']",False,True,True,,8,722.0,"<re.Match object; span=(0, 51), match=' يوم الاثنين منتصف شعبان سنة اثنتين وعشرين وسبعما>"
يوم السبت ثالث عشر شهر الله رجب من سنة عشرين وستمائة,13,Yawm al-sabt,7.0,620,"['يوم', 'السبت', 'ثالث', 'عشر', 'شهر', 'الله', 'رجب', 'من', 'سنة', 'عشرين', 'وستمائة']",False,True,True,,7,620.0,"<re.Match object; span=(0, 53), match=' يوم السبت ثالث عشر شهر الله رجب من سنة عشرين وست>"
الأحد يوم عيد النحر سنة خمس وثمانين وستمئة,10,Yawm al-ahad,12.0,685,"['الاحد', 'يوم', 'عيد', 'النحر', 'سنة', 'خمس', 'وثمانين', 'وستمئة']",False,False,True,,,685.0,"<re.Match object; span=(0, 43), match=' الاحد يوم عيد النحر سنة خمس وثمانين وستمئة'>"
 يوم الجمعة لعشرين خلون من المحرم من سنة ثمانين وخمسمائة,20,Yawm al-juma,1.0,580,"['يوم', 'الجمعة', 'لعشرين', 'خلون', 'من', 'المحرم', 'من', 'سنة', 'ثمانين', 'وخمسمائة']",False,True,True,,1,580.0,"<re.Match object; span=(0, 56), match=' يوم الجمعة لعشرين خلون من المحرم من سنة ثمانين و>"
 يوم الأربعاء حادي عشري شهر الله الأصب من سنة ستمائة,21,Yawm al-arba'a,7.0,600,"['يوم', 'الاربعاء', 'حادي', 'عشري', 'شهر', 'الله', 'الاصب', 'من', 'سنة', 'ستمائة']",False,True,True,11.0,7,600.0,"<re.Match object; span=(0, 52), match=' يوم الاربعاء حادي عشري شهر الله الاصب من سنة ستم>"
... وستمائة ,,,,[686؟],"['.', '.', '.', 'وستمائة']",False,False,False,,,,
يوم الثلاثاء حادي عشري ربيع الأول سنة ست وثمانين وستمائة,21,Yawm al-thalatha,3.0,686,"['يوم', 'الثلاثاء', 'حادي', 'عشري', 'ربيع', 'الاول', 'سنة', 'ست', 'وثمانين', 'وستمائة']",False,True,True,11.0,3,686.0,"<re.Match object; span=(0, 57), match=' يوم الثلاثاء حادي عشري ربيع الاول سنة ست وثمانين>"
الثاني من شهر الله الأصب رجب من سنة تسع وثمانين وستمائة,2,,7.0,689,"['الثاني', 'من', 'شهر', 'الله', 'الاصب', 'رجب', 'من', 'سنة', 'تسع', 'وثمانين', 'وستمائة']",False,True,True,,7,689.0,"<re.Match object; span=(0, 56), match=' الثاني من شهر الله الاصب رجب من سنة تسع وثمانين >"
يوم الثلاثاء حادي عشري ربيع الأول سنة ست وثمانين وستمائة,21,Yawm al-thalatha,3.0,686,"['يوم', 'الثلاثاء', 'حادي', 'عشري', 'ربيع', 'الاول', 'سنة', 'ست', 'وثمانين', 'وستمائة']",False,True,True,11.0,3,686.0,"<re.Match object; span=(0, 57), match=' يوم الثلاثاء حادي عشري ربيع الاول سنة ست وثمانين>"
يوم الثلاثاء الثاني من شهر الله الأصم رجب سنة تسع وثمانين وستمئة,2,Yawm al-thalatha,7.0,689,"['يوم', 'الثلاثاء', 'الثاني', 'من', 'شهر', 'الله', 'الاصم', 'رجب', 'سنة', 'تسع', 'وثمانين', 'وستمئة']",False,True,True,,7,689.0,"<re.Match object; span=(0, 65), match=' يوم الثلاثاء الثاني من شهر الله الاصم رجب سنة تس>"
يوم الأربعاء رابع عشري شوال سنة ثلاث وعشرين وسبعمية,24,Yawm al-arba'a,10.0,723,"['يوم', 'الاربعاء', 'رابع', 'عشري', 'شوال', 'سنة', 'ثلاث', 'وعشرين', 'وسبعمية']",False,True,True,14.0,10,723.0,"<re.Match object; span=(0, 52), match=' يوم الاربعاء رابع عشري شوال سنة ثلاث وعشرين وسبع>"
يوم الخميس تاسع عشري جمادى الآخرة سنة خمس وسبعين وسبعمائة,29,Yawm al-khamis,6.0,775,"['يوم', 'الخميس', 'تاسع', 'عشري', 'جمادى', 'الاخرة', 'سنة', 'خمس', 'وسبعين', 'وسبعمائة']",False,True,True,19.0,6,775.0,"<re.Match object; span=(0, 58), match=' يوم الخميس تاسع عشري جمادى الاخرة سنة خمس وسبعين>"
يوم الأحد سادس عشري شعبان سنة اثنين وثمانين وسبعمائة,26,Yawm al-ahad,8.0,782,"['يوم', 'الاحد', 'سادس', 'عشري', 'شعبان', 'سنة', 'اثنين', 'وثمانين', 'وسبعمائة']",False,True,True,16.0,8,782.0,"<re.Match object; span=(0, 53), match=' يوم الاحد سادس عشري شعبان سنة اثنين وثمانين وسبع>"
يوم الإثنين تاسع شعبان ... سنة ست وأربعين وسبعمائة,9,Yawm al-ithnayn,8.0,746,"['يوم', 'الاثنين', 'تاسع', 'شعبان', '.', '.', '.', 'سنة', 'ست', 'واربعين', 'وسبعمائة']",False,False,True,,,746.0,"<re.Match object; span=(29, 53), match=' سنة ست واربعين وسبعمائة'>"
يوم الثلاثاء رابع عشري ذي القعدة سنة اثنتين وخمسين وستمائة,24,Yawm al-thalatha,11.0,652,"['يوم', 'الثلاثاء', 'رابع', 'عشري', 'ذي', 'القعدة', 'سنة', 'اثنتين', 'وخمسين', 'وستمائة']",False,True,True,14.0,11,652.0,"<re.Match object; span=(0, 59), match=' يوم الثلاثاء رابع عشري ذي القعدة سنة اثنتين وخمس>"
في ثالث عشري جمادى الأولى سنة تسع وتسعين وخمس مائة,23,,5.0,599,"['في', 'ثالث', 'عشري', 'جمادى', 'الاولى', 'سنة', 'تسع', 'وتسعين', 'وخمس', 'مائة']",False,True,True,13.0,5,599.0,"<re.Match object; span=(0, 51), match=' في ثالث عشري جمادى الاولى سنة تسع وتسعين وخمس ما>"
يوم الجمعة سابع [صفر] من سنة أربع عشرة وخمس مائة,514,Yawm al-juma,2.0,,"['يوم', 'الجمعة', 'سابع', 'صفر', 'من', 'سنة', 'اربع', 'عشرة', 'وخمس', 'مائة']",False,True,False,7.0,2,514.0,"<re.Match object; span=(0, 47), match=' يوم الجمعة سابع صفر من سنة اربع عشرة وخمس مائة'>"
يوم الأحد لعشر بقين من جمادى الآخرة من سنة ست وعشرين وخمسمائة,19,Yawm al-ahad,6.0,526,"['يوم', 'الاحد', 'لعشر', 'بقين', 'من', 'جمادى', 'الاخرة', 'من', 'سنة', 'ست', 'وعشرين', 'وخمسمائة']",False,True,True,,6,526.0,"<re.Match object; span=(0, 62), match=' يوم الاحد لعشر بقين من جمادى الاخرة من سنة ست وع>"
 رجب من سنة ثلاث وستين وأربع مائة يوم الجمعة ثامن عشر الشهر,18,Yawm al-juma,7.0,463,"['رجب', 'من', 'سنة', 'ثلاث', 'وستين', 'واربع', 'مائة', 'يوم', 'الجمعة', 'ثامن', 'عشر', 'الشهر']",False,True,True,,7,463.0,"<re.Match object; span=(0, 33), match=' رجب من سنة ثلاث وستين واربع مائة'>"
يوم الجمعة ثامن عشري رجب سنة ثلاث وثلاثين وخمسمائة,28,Yawm al-juma,7.0,533,"['يوم', 'الجمعة', 'ثامن', 'عشري', 'رجب', 'سنة', 'ثلاث', 'وثلاثين', 'وخمسمائة']",False,True,True,18.0,7,533.0,"<re.Match object; span=(0, 51), match=' يوم الجمعة ثامن عشري رجب سنة ثلاث وثلاثين وخمسما>"
ثالث جمادى الأولى من سنة اثنتي عشرة وستمائة,13,,5.0,612,"['ثالث', 'جمادى', 'الاولى', 'من', 'سنة', 'اثنتي', 'عشرة', 'وستمائة']",False,True,True,3.0,5,612.0,"<re.Match object; span=(0, 44), match=' ثالث جمادى الاولى من سنة اثنتي عشرة وستمائة'>"
يوم الأحد لعشر بقين من جمادى الآخرة من سنة ست وعشرين وخمسمائة,19,Yawm al-ahad,6.0,526,"['يوم', 'الاحد', 'لعشر', 'بقين', 'من', 'جمادى', 'الاخرة', 'من', 'سنة', 'ست', 'وعشرين', 'وخمسمائة']",False,True,True,,6,526.0,"<re.Match object; span=(0, 62), match=' يوم الاحد لعشر بقين من جمادى الاخرة من سنة ست وع>"
 يوم الأحد لعشر بقين من جمادى الآخرة سنة ست وعشرين وخمسمائة,19,Yawm al-ahad,6.0,526,"['يوم', 'الاحد', 'لعشر', 'بقين', 'من', 'جمادى', 'الاخرة', 'سنة', 'ست', 'وعشرين', 'وخمسمائة']",False,True,True,,6,526.0,"<re.Match object; span=(0, 59), match=' يوم الاحد لعشر بقين من جمادى الاخرة سنة ست وعشري>"
يوم الجمعة ثاني عشري محرم سنة أربع عشرة وخمس مائة,22,Yawm al-juma,1.0,514,"['يوم', 'الجمعة', 'ثاني', 'عشري', 'محرم', 'سنة', 'اربع', 'عشرة', 'وخمس', 'مائة']",False,True,True,12.0,1,514.0,"<re.Match object; span=(0, 50), match=' يوم الجمعة ثاني عشري محرم سنة اربع عشرة وخمس مائ>"
يوم الأحد عشري جمادى الآخرة من سنة ست وعشرين وخمسمائة,20,Yawm al-ahad,6.0,526,"['يوم', 'الاحد', 'عشري', 'جمادى', 'الاخرة', 'من', 'سنة', 'ست', 'وعشرين', 'وخمسمائة']",False,True,True,10.0,6,526.0,"<re.Match object; span=(0, 54), match=' يوم الاحد عشري جمادى الاخرة من سنة ست وعشرين وخم>"
في اليوم المبارك خامس عشر شوال المكرم سنة ثمانين وثمانمائة,15,,10.0,880,"['في', 'اليوم', 'المبارك', 'خامس', 'عشر', 'شوال', 'المكرم', 'سنة', 'ثمانين', 'وثمانمائة']",False,False,True,,,880.0,"<re.Match object; span=(0, 59), match=' في اليوم المبارك خامس عشر شوال المكرم سنة ثمانين>"
يوم الخميس رابع عشري محرم سنة سبع وثلاثين وستمائة,24,Yawm al-khamis,1.0,637,"['يوم', 'الخميس', 'رابع', 'عشري', 'محرم', 'سنة', 'سبع', 'وثلاثين', 'وستمائة']",False,True,True,14.0,1,637.0,"<re.Match object; span=(0, 50), match=' يوم الخميس رابع عشري محرم سنة سبع وثلاثين وستمائ>"
 يوم السبت لسبع بقين من شهر رمضان المعظم من سنة خمس وسبعين وستمائة,23,Yawm al-sabt,9.0,675,"['يوم', 'السبت', 'لسبع', 'بقين', 'من', 'شهر', 'رمضان', 'المعظم', 'من', 'سنة', 'خمس', 'وسبعين', 'وستمائة']",False,True,True,,9,675.0,"<re.Match object; span=(0, 66), match=' يوم السبت لسبع بقين من شهر رمضان المعظم من سنة خ>"
ذي [...] [سبع وسبعين] وأربعمائة,,,,477,"['ذي', '.', '.', '.', 'سبع', 'وسبعين', 'واربعمائة']",False,False,False,,,,
يومي الثلاثاء والأحد النصف من جمادى الآخر والعشرين من سنة ست وستين وخمس مائة ,20,,6.0,566,"['يومي', 'الثلاثاء', 'والاحد', 'النصف', 'من', 'جمادى', 'الاخر', 'والعشرين', 'من', 'سنة', 'ست', 'وستين', 'وخمس', 'مائة']",False,False,True,,,566.0,"<re.Match object; span=(0, 77), match=' يومي الثلاثاء والاحد النصف من جمادى الاخر والعشر>"
 يوم الأحد ثامن عشري القعدة سنة ثلاث عشرة وسبعمئة,28,Yawm al-ahad,11.0,713,"['يوم', 'الاحد', 'ثامن', 'عشري', 'القعدة', 'سنة', 'ثلاث', 'عشرة', 'وسبعمئة']",False,False,True,,,713.0,"<re.Match object; span=(0, 49), match=' يوم الاحد ثامن عشري القعدة سنة ثلاث عشرة وسبعمئة>"
يوم الإثنين خامس عشر ذي [الـ]قعدة الحرام سنة ست وستين وسبع مائة,15,Yawm al-ithnayn,11.0,766,"['يوم', 'الاثنين', 'خامس', 'عشر', 'ذي', 'القعدة', 'الحرام', 'سنة', 'ست', 'وستين', 'وسبع', 'مائة']",False,False,True,,,766.0,"<re.Match object; span=(0, 61), match=' يوم الاثنين خامس عشر ذي القعدة الحرام سنة ست وست>"
الأربعاء رابع عشري شعبان سنة إحدى وتسعين وستمئة,24,Yawm al-arba'a,8.0,691,"['الاربعاء', 'رابع', 'عشري', 'شعبان', 'سنة', 'احدى', 'وتسعين', 'وستمئة']",False,True,True,14.0,8,691.0,"<re.Match object; span=(0, 48), match=' الاربعاء رابع عشري شعبان سنة احدى وتسعين وستمئة'>"
يوم الأحد سادس عشري شهر ربيع الأول من سنة أربع وعشرين وخمس مائة,26,Yawm al-ahad,3.0,524,"['يوم', 'الاحد', 'سادس', 'عشري', 'شهر', 'ربيع', 'الاول', 'من', 'سنة', 'اربع', 'وعشرين', 'وخمس', 'مائة']",False,True,True,16.0,3,524.0,"<re.Match object; span=(0, 64), match=' يوم الاحد سادس عشري شهر ربيع الاول من سنة اربع و>"
 نصف ربيع الآخر سنة ثلاث عشر وسبعمائة,15,,4.0,713,"['نصف', 'ربيع', 'الاخر', 'سنة', 'ثلاث', 'عشر', 'وسبعمائة']",False,True,True,,4,713.0,"<re.Match object; span=(0, 37), match=' نصف ربيع الاخر سنة ثلاث عشر وسبعمائة'>"
يوم السبت حادي وعشرين ذي الحجة [...] ستمائة,21,Yawm al-sabt,12.0,؟؟6,"['يوم', 'السبت', 'حادي', 'وعشرين', 'ذي', 'الحجة', '.', '.', '.', 'ستمائة']",False,False,False,,,,
في شهر رجب,,,7.0,609,"['في', 'شهر', 'رجب']",False,False,False,,,,
 يوم الثلاثاء لليلتين إن بقيتا من جمادى الأول سنة خمس وثمانين وستمائة,28,Yawm al-thalatha,5.0,685,"['يوم', 'الثلاثاء', 'لليلتين', 'ان', 'بقيتا', 'من', 'جمادى', 'الاول', 'سنة', 'خمس', 'وثمانين', 'وستمائة']",False,True,True,,5,685.0,"<re.Match object; span=(0, 69), match=' يوم الثلاثاء لليلتين ان بقيتا من جمادى الاول سنة>"
العاشر من رجب المبارك الواقع في شهور سنة إحدى عشرة وستمائة,10,,7.0,611,"['العاشر', 'من', 'رجب', 'المبارك', 'الواقع', 'في', 'شهور', 'سنة', 'احدى', 'عشرة', 'وستمائة']",False,False,True,,,611.0,"<re.Match object; span=(0, 59), match=' العاشر من رجب المبارك الواقع في شهور سنة احدى عش>"
يوم الأربعاء الرابع والعشرين من ربع الآخر سنة سبع وسبعين وستمائة,24,Yawm al-arba'a,4.0,677,"['يوم', 'الاربعاء', 'الرابع', 'والعشرين', 'من', 'ربع', 'الاخر', 'سنة', 'سبع', 'وسبعين', 'وستمائة']",False,False,True,,End of,677.0,"<re.Match object; span=(0, 65), match=' يوم الاربعاء الرابع والعشرين من ربع الاخر سنة سب>"
يوم الخميس لخمس إن بقين من ربيع الآخر سنة سبع وسبعين وستمائة ,24,Yawm al-khamis,4.0,677,"['يوم', 'الخميس', 'لخمس', 'ان', 'بقين', 'من', 'ربيع', 'الاخر', 'سنة', 'سبع', 'وسبعين', 'وستمائة']",False,True,True,,4,677.0,"<re.Match object; span=(0, 61), match=' يوم الخميس لخمس ان بقين من ربيع الاخر سنة سبع وس>"
لسبع عشرة ليلة مضت من محرم أول شهور سنة ثلاث وستين وستمائة,17,,1.0,663,"['لسبع', 'عشرة', 'ليلة', 'مضت', 'من', 'محرم', 'اول', 'شهور', 'سنة', 'ثلاث', 'وستين', 'وستمائة']",False,False,True,,,663.0,"<re.Match object; span=(0, 59), match=' لسبع عشرة ليلة مضت من محرم اول شهور سنة ثلاث وست>"
سادس شهور رمضان المعظم قدره سنة اثنتين وسبعين وثمانماية,6,,9.0,872,"['سادس', 'شهور', 'رمضان', 'المعظم', 'قدره', 'سنة', 'اثنتين', 'وسبعين', 'وثمانماية']",False,False,True,,,872.0,"<re.Match object; span=(0, 56), match=' سادس شهور رمضان المعظم قدره سنة اثنتين وسبعين وث>"
يوم الأحد تاسع عشري ذي الحجة سنة أربع وسبعين وستمئة ,29,Yawm al-ahad,12.0,674,"['يوم', 'الاحد', 'تاسع', 'عشري', 'ذي', 'الحجة', 'سنة', 'اربع', 'وسبعين', 'وستمئة']",False,True,True,19.0,12,674.0,"<re.Match object; span=(0, 52), match=' يوم الاحد تاسع عشري ذي الحجة سنة اربع وسبعين وست>"
يوم الثلاثاء حادي عشري محرم سنة خمس وثمانين وستمائة,21,Yawm al-thalatha,1.0,685,"['يوم', 'الثلاثاء', 'حادي', 'عشري', 'محرم', 'سنة', 'خمس', 'وثمانين', 'وستمائة']",False,True,True,11.0,1,685.0,"<re.Match object; span=(0, 52), match=' يوم الثلاثاء حادي عشري محرم سنة خمس وثمانين وستم>"
 يوم الأحد ثامن عشري ذي الحجة سنة أربع وسبعين وستمئة,28,Yawm al-ahad,12.0,674,"['يوم', 'الاحد', 'ثامن', 'عشري', 'ذي', 'الحجة', 'سنة', 'اربع', 'وسبعين', 'وستمئة']",False,True,True,18.0,12,674.0,"<re.Match object; span=(0, 52), match=' يوم الاحد ثامن عشري ذي الحجة سنة اربع وسبعين وست>"
يوم الخميس العشرين من ذي قعدة سنة ست وستين وستمائة,20,Yawm al-khamis,11.0,666,"['يوم', 'الخميس', 'العشرين', 'من', 'ذي', 'قعدة', 'سنة', 'ست', 'وستين', 'وستمائة']",False,True,True,25.0,11,666.0,"<re.Match object; span=(0, 51), match=' يوم الخميس العشرين من ذي قعدة سنة ست وستين وستما>"
يوم الاثنين خامس عشري ربيع الأول سنة ثلاث وسبعين وسبعماية,25,Yawm al-ithnayn,3.0,773,"['يوم', 'الاثنين', 'خامس', 'عشري', 'ربيع', 'الاول', 'سنة', 'ثلاث', 'وسبعين', 'وسبعماية']",False,True,True,15.0,3,773.0,"<re.Match object; span=(0, 58), match=' يوم الاثنين خامس عشري ربيع الاول سنة ثلاث وسبعين>"
 رابع عشري ربيع الثاني سنة ست وسبعين وسبعماية,24,,4.0,776,"['رابع', 'عشري', 'ربيع', 'الثاني', 'سنة', 'ست', 'وسبعين', 'وسبعماية']",False,True,True,14.0,4,776.0,"<re.Match object; span=(0, 45), match=' رابع عشري ربيع الثاني سنة ست وسبعين وسبعماية'>"
 الخامس عشر من شهر ذي القعدة من سنة أربع وستين وسبعماية,25,,11.0,764,"['الخامس', 'عشر', 'من', 'شهر', 'ذي', 'القعدة', 'من', 'سنة', 'اربع', 'وستين', 'وسبعماية']",False,True,True,15.0,11,764.0,"<re.Match object; span=(0, 55), match=' الخامس عشر من شهر ذي القعدة من سنة اربع وستين وس>"
 يوم الخميس ثامن عشري رجب سنة عشر وستمائة,28,Yawm al-khamis,7.0,610,"['يوم', 'الخميس', 'ثامن', 'عشري', 'رجب', 'سنة', 'عشر', 'وستمائة']",False,True,True,18.0,7,610.0,"<re.Match object; span=(0, 41), match=' يوم الخميس ثامن عشري رجب سنة عشر وستمائة'>"
لثلاث خلون من شوال من سنة ست وستمائة,3,,10.0,606,"['لثلاث', 'خلون', 'من', 'شوال', 'من', 'سنة', 'ست', 'وستمائة']",False,True,True,,10,606.0,"<re.Match object; span=(0, 37), match=' لثلاث خلون من شوال من سنة ست وستمائة'>"
الثاني عشر من جمادى الآخرة منه سنة سبع وتسعين وخمس مائة,12,,6.0,597,"['الثاني', 'عشر', 'من', 'جمادى', 'الاخرة', 'منه', 'سنة', 'سبع', 'وتسعين', 'وخمس', 'مائة']",False,False,True,,,597.0,"<re.Match object; span=(0, 56), match=' الثاني عشر من جمادى الاخرة منه سنة سبع وتسعين وخ>"
العشرين من الشهر المذكور [ربيع الآخر سنة أربع وتسعين وخمسمائة,20,,4.0,594,"['العشرين', 'من', 'الشهر', 'المذكور', 'ربيع', 'الاخر', 'سنة', 'اربع', 'وتسعين', 'وخمسمائة']",False,True,True,,4,594.0,"<re.Match object; span=(0, 61), match=' العشرين من الشهر المذكور ربيع الاخر سنة اربع وتس>"
يوم السبت ثاني شعبان المبارك سنة خمس وسبعين وستمئة,2,Yawm al-sabt,8.0,675,"['يوم', 'السبت', 'ثاني', 'شعبان', 'المبارك', 'سنة', 'خمس', 'وسبعين', 'وستمئة']",False,False,True,,,675.0,"<re.Match object; span=(0, 51), match=' يوم السبت ثاني شعبان المبارك سنة خمس وسبعين وستم>"
 يوم الثلاثاء الثامن والعشرين من شهر جمادى الآخر الذي من سنة أربع وستين وستمائة,28,Yawm al-thalatha,6.0,664,"['يوم', 'الثلاثاء', 'الثامن', 'والعشرين', 'من', 'شهر', 'جمادى', 'الاخر', 'الذي', 'من', 'سنة', 'اربع', 'وستين', 'وستمائة']",False,False,True,,,664.0,"<re.Match object; span=(0, 79), match=' يوم الثلاثاء الثامن والعشرين من شهر جمادى الاخر >"
لأربع خلون من شوال سنة ست وستمائة,26,,10.0,606,"['لاربع', 'خلون', 'من', 'شوال', 'سنة', 'ست', 'وستمائة']",False,True,True,,10,606.0,"<re.Match object; span=(0, 34), match=' لاربع خلون من شوال سنة ست وستمائة'>"
يوم السبت النصف من رجب سنة سبع وتسعين وخمس مائة,15,Yawm al-sabt,7.0,597,"['يوم', 'السبت', 'النصف', 'من', 'رجب', 'سنة', 'سبع', 'وتسعين', 'وخمس', 'مائة']",False,True,True,,7,597.0,"<re.Match object; span=(0, 48), match=' يوم السبت النصف من رجب سنة سبع وتسعين وخمس مائة'>"
يوم الاثنين الحادي عشر [محرم؟] من سنة سبع وأربعين وخمسماية,11,Yawm al-ithnayn,1.0,547,"['يوم', 'الاثنين', 'الحادي', 'عشر', 'محرم', '؟', 'من', 'سنة', 'سبع', 'واربعين', 'وخمسماية']",False,False,True,,,547.0,"<re.Match object; span=(30, 58), match=' من سنة سبع واربعين وخمسماية'>"
يوم الاثنين سابع شهر رمضان لسنة أربع وثلاثين وستمائة,7,Yawm al-ithnayn,9.0,634,"['يوم', 'الاثنين', 'سابع', 'شهر', 'رمضان', 'لسنة', 'اربع', 'وثلاثين', 'وستمائة']",False,False,False,,,,
يوم الثلاثاء ثالث عشري المحرم سنة سبع وستمائة ,23,Yawm al-thalatha,1.0,607,"['يوم', 'الثلاثاء', 'ثالث', 'عشري', 'المحرم', 'سنة', 'سبع', 'وستمائة']",False,True,True,13.0,1,607.0,"<re.Match object; span=(0, 46), match=' يوم الثلاثاء ثالث عشري المحرم سنة سبع وستمائة'>"
خامس عشري المحرم [سنة سبع] وستمائة,25,,1.0,607,"['خامس', 'عشري', 'المحرم', 'سنة', 'سبع', 'وستمائة']",False,True,True,15.0,1,607.0,"<re.Match object; span=(0, 33), match=' خامس عشري المحرم سنة سبع وستمائة'>"
يوم الاثنين حادي عشري شعبان سنة ثلاث وعشرين وست مئة ,21,Yawm al-ithnayn,8.0,623,"['يوم', 'الاثنين', 'حادي', 'عشري', 'شعبان', 'سنة', 'ثلاث', 'وعشرين', 'وست', 'مئة']",False,True,True,11.0,8,623.0,"<re.Match object; span=(0, 52), match=' يوم الاثنين حادي عشري شعبان سنة ثلاث وعشرين وست >"
يوم الخميس رابع عشري شعبان من سنة ثلاث وعشرين وست مائة,24,Yawm al-khamis,8.0,623,"['يوم', 'الخميس', 'رابع', 'عشري', 'شعبان', 'من', 'سنة', 'ثلاث', 'وعشرين', 'وست', 'مائة']",False,True,True,14.0,8,623.0,"<re.Match object; span=(0, 55), match=' يوم الخميس رابع عشري شعبان من سنة ثلاث وعشرين وس>"
يوم الاثنين ثامن عشري شعبان سنة ثلاث وعشرين وست مئة,28,Yawm al-ithnayn,8.0,623,"['يوم', 'الاثنين', 'ثامن', 'عشري', 'شعبان', 'سنة', 'ثلاث', 'وعشرين', 'وست', 'مئة']",False,True,True,18.0,8,623.0,"<re.Match object; span=(0, 52), match=' يوم الاثنين ثامن عشري شعبان سنة ثلاث وعشرين وست >"
الخميس من جمادى الأول سنة ست وثمانين وخمس مائة,,Yawm al-khamis,5.0,586,"['الخميس', 'من', 'جمادى', 'الاول', 'سنة', 'ست', 'وثمانين', 'وخمس', 'مائة']",False,True,True,5.0,5,586.0,"<re.Match object; span=(0, 47), match=' الخميس من جمادى الاول سنة ست وثمانين وخمس مائة'>"
يوم الإثنين تاسوعا المحرم سنة خمس وثلاثين وثمان مئة,9,Yawm al-ithnayn,1.0,835,"['يوم', 'الاثنين', 'تاسوعا', 'المحرم', 'سنة', 'خمس', 'وثلاثين', 'وثمان', 'مئة']",False,True,True,,1,835.0,"<re.Match object; span=(0, 52), match=' يوم الاثنين تاسوعا المحرم سنة خمس وثلاثين وثمان >"
يوم الأحد ثاني جمادى الآخر سنة سبع وثمانين وستمئة,,Yawm al-ahad,6.0,687,"['يوم', 'الاحد', 'ثاني', 'جمادى', 'الاخر', 'سنة', 'سبع', 'وثمانين', 'وستمئة']",False,True,True,2.0,6,687.0,"<re.Match object; span=(0, 50), match=' يوم الاحد ثاني جمادى الاخر سنة سبع وثمانين وستمئ>"
